fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
财务数据统计	hg	110434	data/figure/hg/2023-05-15--华鑫证券-美国风险面面观：居民、企业、金融市场和主权信用_page12_图表13居民资产更多的是在股和债上45左右十亿美元.jpg					在2022年第一季度，哪种金融资产的总值最高？	股票（直接持有）	养老金计划	非公司业务		A
财务数据统计	hg	110435	data/figure/hg/2022-11-18--艾瑞股份-数字经济篇：CHO人才战略调研报告_page25_地域分布.jpg					哪个省份的人数最多？	北京	广东	上海		A
财务数据统计	hg	110436	data/figure/hg/2023-07-20--开源证券-2023年6月财政数据点评：下半年财政支出或将更加积极_page2_附图36月财政支出强度有所减弱仅卫生和农业支出录得正增.jpg					在6月，哪一项的支出增长最多？	卫生健康	科学技木	节能环保		A
财务数据统计	hg	110438	data/figure/hg/2023-09-08--国投安信期货-8月进出口数据快报_page0_图出口量价指数.jpg					2023年7月哪个国家或地区的出口量价指数最低？	美国	日本	韩国		A
财务数据统计	hg	110439	data/figure/hg/2023-02-22--民生证券-超额流动性系列研究（五）：以史鉴今，超额储蓄推涨哪类资产？_page10_图15中国家庭股票资产配置规模.jpg					2015年的中国家庭股票资产配置规模是多少万亿？	14.62	16.31	8.13		B
财务数据统计	hg	110441	data/figure/hg/2022-12-21--中国银河-2022年11月财政收支分析：基建投资增速超过财政支出增速，金融支持发挥作用_page1_no_caption.jpg					哪一年的土地出让收入/地方本级财政收入比例最高？	2020年	2021年	2019年		A
财务数据统计	hg	110444	data/figure/hg/2023-09-03--华福证券-8月全球经济观察：美联储票委派系解析_page13_图表188月人民币较美元升值美元指数下跌.jpg					8月涨跌幅最高的货币对是？	人民币兑韩元	美元兑人民币	美元指数		A
财务数据统计	hg	110445	data/figure/hg/2023-06-02--紫金天风-云南水电专题二：终极问题——复产的可能性_page10_no_caption.jpg					2022年的总发电量实际值与预测值相比，哪个更高？	实际值	预测值	两者相同		B
财务数据统计	hg	110446	data/figure/hg/2022-11-27--粤开证券-【粤开宏观】负重前行的财政，逆势崛起的基建：2023年财政和基建形势展望_page6_图表419月部分省份一般公共预算收入增速.jpg					2022年1-9月一般公共预算收入同比增速最高的省份是哪个？	内蒙古	山西	新疆		A
财务数据统计	hg	110447	data/figure/hg/2022-10-30--中国银行-宏观观察2022年第47期（总第444期）：我国粮食安全面临的新挑战与应对建议＊_page5_no_caption.jpg					粮食产量最低的省份是？	湖南	四川	江苏		A
财务数据统计	hg	110448	data/figure/hg/2023-06-25--东吴证券-宏观点评：经济“冷”了，地缘“热”了，节后市场怎么看？_page5_图11本周前三个交易日主要板块的表现6月19日至6月21日.jpg					哪个板块的表现最差？	建筑材料	传媒	商业贸易		A
财务数据统计	hg	110449	data/figure/hg/2022-12-29--粤开证券-【粤开宏观】从财税视角看湖北：中部崛起领头羊的财政与债务形势_page32_图表452021年湖北省代表区县地方政府负债率.jpg					负债率超过30%的区有几个？	2个	3个	4个		A
财务数据统计	hg	110450	data/figure/hg/2024-07-10--天风证券-微观流动性跟踪：ETF延续大额净流入，两融及北向大幅撤出_page8_图13不同类别股票型ETF净申购测算.jpg					在所有类别中，哪个类别的ETF净申购额最高？	规模	主题	策略		A
财务数据统计	hg	110455	data/figure/hg/2024-03-12--天风证券-海外与大类周报：创新叙事挑战衰退预期_page6_no_caption.jpg					哪个行业在港股通单周净买入金额最高？	资讯科技业	电讯业	能源业		A
财务数据统计	hg	110456	data/figure/hg/2024-03-04--民生证券-海外周报：关注海外财报季_page7_图14子板块公考重点个股涨跌幅22631.jpg					哪只股票的涨幅最小？	中公教育	粉笔	华图山鼎		A
财务数据统计	hg	110457	data/figure/hg/2024-05-05--国联证券-美国经济韧性和再通胀研究（一）：联储加息的刺激效应与美国经济的韧性_page5_图表6亚特兰大联储GDPnowcast.jpg					2024年6月环比折年的增长率是多少？	3%	4%	5%		B
财务数据统计	hg	110458	data/figure/hg/2023-04-28--招商银行-2023年财政政策探析：提升效能，更可持续_page6_图9专项债务限额空间下降3000多亿.jpg					从2018年到2023年，专项债务限额空间的最高值出现在哪一年？	2021	2022	2023		A
财务数据统计	hg	110459	data/figure/hg/2023-09-22--中诚信国际-宏观经济与大类资产配置月报（2023年8月）：政策发力经济边际改善，关注短期内的风险资产结构性机会_page5_图7今年二季度拼多多营收增长较快.jpg					阿里和京东的营收增速相差多少百分点？	6.31	5.71	6.71		A
财务数据统计	hg	110460	data/figure/hg/2023-10-12--粤开证券-【粤开宏观】美国房地产发展模式对中国的启示：海外房地产系列之一_page15_图表11美国各州实际有效房地产税税率中位数在032到223之间.jpg					实际有效房地产税率最低的州是？	夏威夷	内华达	路易斯安那		A
财务数据统计	hg	110461	data/figure/hg/2022-12-19--太平洋-2022年11月美国CPI数据点评：美国CPI表现较弱，为美联储转鸽提供条件_page2_no_caption.jpg					哪一类商品在2022年11月的表现最差？	耐用品	非耐用品	服务		A
财务数据统计	hg	110462	data/figure/hg/2024-08-21--东莞证券-从台商脉络探产业发展系列报告一：资源天赋叠加政策扶持，台商深扎大陆土壤_page30_图14台资上市企业从事行业分布情况.jpg					哪个行业在台资上市企业中占据最大份额？	电子	机械及设备	基础化工		A
财务数据统计	hg	110463	data/figure/hg/2023-03-01--中诚信国际-国际宏观资讯周报_page3_图1OECD对全球主要经济体增速展望.jpg					2022年GDP增速最高的国家是哪个？	沙特阿拉伯	印度	土耳其		A
财务数据统计	hg	110465	data/figure/hg/2024-08-20--太平洋-7月金融数据点评：社融口径下信贷少见负增_page8_非银贷款7月新增.jpg					哪一年的非银贷款增量最大？	2019年7月	2020年7月	2024年7月		A
财务数据统计	hg	110466	data/figure/hg/2024-01-24--东吴证券-宏观点评：30年财税改革启示录：是时候改变了？_page6_图14四轮化债历程前两轮置换债后两轮特殊再融资债.jpg					特殊再融资债发行规模在哪个时间段内有显著增长？	2021	2022	2023		C
财务数据统计	hg	110467	data/figure/hg/2023-07-07--华福证券-6月全球经济观察：如何看待海外经济的“衰退”？_page8_图表106月大宗商品涨跌不一农产品价格大多上涨.jpg					6月涨跌幅最低的商品是？	NYMEX铂	COMEX银	CBOT玉米		A
财务数据统计	hg	110468	data/figure/hg/2024-03-26--天风证券-海外与大类周报：如何观察美股与美债相关性_page11_图36全球主要大宗商品涨跌幅318322.jpg					哪一种商品的涨幅最大？	铁矿石	CBOT小麦	螺纹钢		A
财务数据统计	hg	110469	data/figure/hg/2024-06-04--国金证券-大类资产月报第13期：6月展望，“预期”或将起变化？_page15_图表39本月美国标普500行业多数上涨.jpg					哪一行业在6月的涨幅最大？	信息技术	公用事业	通讯服务		A
财务数据统计	hg	110470	data/figure/hg/2023-05-15--华鑫证券-美国风险面面观：居民、企业、金融市场和主权信用_page50_图表77来自银行的杠杆资金快速回落2022年Q4回落至2009年时期水平单位十亿美元.jpg					2018年和2019年的杠杆资金水平相比，哪个更高？	2018年	2019年	一样高		A
财务数据统计	hg	110472	data/figure/hg/2023-11-27--国金证券-海外周度观察：谁是“变局者”，高利率状态下的资产负债表风险_page9_图表28美国德国和法国均以固定抵押贷款为主.jpg					固定利率贷款占比最低的是哪个国家？	西班牙	希腊	意大利		A
财务数据统计	hg	110473	data/figure/hg/2023-04-18--中国银河-2023年4月月中报告：美通胀衰退预期博弈，国内经济复苏稳中向好公司深度报_page18_图35信用债融资情况.jpg					2.16-3.15 期间的总发行量是多少？	"40,350.64 亿元"	"38,454.46 亿元"	"40,646.47 亿元"		A
财务数据统计	hg	110476	data/figure/hg/2023-06-14--国金证券-2023年5月货币金融数据点评：融资走弱，有待政策“呵护”_page2_图表4新增企业中长贷再创同期新高.jpg					从2008年到2023年，新增企业中长贷金额的总体趋势是什么？	逐年增加	波动上升	逐年减少		B
财务数据统计	hg	110478	data/figure/hg/2023-04-25--信达证券-存款高增长何时走向终结？_page6_图72022年商品房住宅销售额同比下降283.jpg					2021年商品房销售额相比2020年是增加还是减少？	增加	减少	持平		A
财务数据统计	hg	110479	data/figure/hg/2023-08-28--天风证券-宏观点评：出口仍然是今年经济的亮点_page5_no_caption.jpg					2015年消费品的出口占比是多少百分比？	17%	18%	19%		B
财务数据统计	hg	110481	data/figure/hg/2022-10-27--国金证券-9月财政数据点评：稳增长转由“准财政”驱动_page4_图表149月教育卫生健康支出占比提升.jpg					2022年9月哪项支出占比最高？	教育	社会保障和就业	农林水事务		A
财务数据统计	hg	110482	data/figure/hg/2024-02-07--中国银河-中国经济高质量发展系列研究：数字经济：新型举国体制与央国企的引领作用_page10_图3公共财政支出中科学技术绝对值及占比.jpg					在2009年至2022年间，公共财政支出中科学技术的绝对值趋势是？	逐年上升	先升后降再升	波动下降		B
财务数据统计	hg	110483	data/figure/hg/2023-03-30--民生证券-宏观专题研究：从库存看中国地产是否过剩_page9_图9竣工未售率.jpg					哪一年的竣工住宅未售率最低？	2019	2020	2021		A
财务数据统计	hg	110484	data/figure/hg/2023-05-08--国金证券-大类资产月报第1期：5月卖出法则，还适用吗？_page16_图表49本月恒生行业多数下跌.jpg					哪个行业的跌幅最大？	工业	非必需性消费	资讯科技业		C
财务数据统计	hg	110486	data/figure/hg/2024-07-09--国联证券-美国6月非农就业数据点评：失业率升破美联储6月预期_page15_图表316月新增非农就业分行业单位万人.jpg					哪一行业在本月的新增非农就业单位数最多？	教育和保健服务	政府	建筑业		A
财务数据统计	hg	110489	data/figure/hg/2023-02-21--平安证券-2023年中国财政政策展望_page4_图表5近年非税占全国一般公共预算收入比例.jpg					从2009年到2022年，非税占全国一般公共预算收入比例的总体趋势是？	逐年上升	先升后降	波动上升		C
财务数据统计	hg	110490	data/figure/hg/2023-07-21--上海证券-海外市场跟踪：通胀前景改善，加息节奏放缓_page4_图9主要商品本周涨跌幅.jpg					哪种商品本周涨幅最小？	布伦特原油	WTI原油	伦敦金		C
财务数据统计	hg	110491	data/figure/hg/2023-03-06--东海证券-公募REITs系列研究之二：公募REITs超比例认购，投资者热情高_page22_图18不同批次REITs网下投资者有效认购比例.jpg					第一批REITs的网下平均认购比例大约是多少？	14%	8%	2%		A
财务数据统计	hg	110492	data/figure/hg/2023-02-21--平安证券-2023年中国财政政策展望_page8_图表16近年政府性基金支出占两本账支出的比例.jpg					哪一年的政府性基金支出占两本账支出的比例最高？	2020年	2021年	2022年		A
财务数据统计	hg	110493	data/figure/hg/2024-06-04--国金证券-大类资产月报第13期：6月展望，“预期”或将起变化？_page14_图表37本月发达市场股指全线上涨.jpg					哪只指数的涨幅最大？	纳斯达克指数	道琼斯工业指数	英国富时100		A
财务数据统计	hg	110496	data/figure/hg/2024-05-17--中银证券-4月经济数据点评：生产强于内需的格局延续_page3_图表102024年4月各品类社零累计同比增速.jpg					哪类商品的零售额增速最快？	通讯器材类	粮油、食品类	饮料类		A
财务数据统计	hg	110497	data/figure/hg/2023-04-10--平安证券-美国3月非农就业数据解读：美联储会停止加息么？_page1_图表2大部分行业新增就业边际放缓.jpg					2023年3月与2月相比，零售业的新增就业人数变化如何？	增加	减少	不变		B
财务数据统计	hg	110498	data/figure/hg/2023-02-12--开源证券-宏观经济点评：当下宽信用关键点在居民端_page3_图11月信贷超预期多增居民企业分化明显.jpg					近五年均值中，哪一年的企业贷款最高？	23-Jan	22-Jan	21-Jan		A
财务数据统计	hg	110499	data/figure/hg/2022-11-03--中泰证券-9月宏观月报：国内持续修复，海外衰退迫近_page23_图表43对主要经济体出口金额同比增速.jpg					2022年9月对欧盟的出口金额同比增速是多少？	5	10	0		A
财务数据统计	hg	110500	data/figure/hg/2023-06-02--紫金天风-云南水电专题二：终极问题——复产的可能性_page10_图7云南水电预测实际年度对比图.jpg					2022年水电发电实际值与预测值相比，哪个更高？	实际值	预测值	两者相同		B
财务数据统计	hg	110501	data/figure/hg/2022-12-18--粤开证券-【粤开宏观】从财税视角看内蒙古：北部边疆的突围之路_page14_图表182021年内蒙古自治区12地市一般公共预算收入质量.jpg					哪个城市的税收收入占比最低？	兴安盟	锡林郭勒盟	呼伦贝尔市		A
财务数据统计	hg	110502	data/figure/hg/2023-10-22--民生证券-全球大类资产跟踪周报：避险情绪蔓延_page6_图12主要经济体10年期国债收益率变动幅度.jpg					哪个国家的10年期国债收益率变动幅度最小？	中国	西班牙	意大利		A
财务数据统计	hg	110503	data/figure/hg/2024-05-08--国金证券-大类资产月报第12期：5月展望：“拐点”已现？_page15_图表46本月新兴市场10年期国债收益率全线上行.jpg					哪个国家的国债收益率最低？	泰国	越南	印度		B
财务数据统计	hg	110504	data/figure/hg/2024-04-18--太平洋-3月金融数据点评：信贷投放均衡化，融资需求释放有限_page7_企业新增人民币贷款累计.jpg					2024年企业新增人民币贷款累计金额最高的年份是？	2018	2023	2024		B
财务数据统计	hg	110506	data/figure/hg/2023-06-27--中诚信国际-宏观经济与大类资产配置月报（2023年5月）：需求不足拖累经济修复，资产配置仍建议股债均衡_page8_图13八大类构成.jpg					哪一类在2023年5月的百分比最高？	其他用品和服务	医疗保健	居住		A
财务数据统计	hg	110507	data/figure/hg/2022-12-27--民生证券-海外疫情系列研究（三）：疫情冲击波：达峰时间及后续影响_page9_图8各地区在感染高峰中的零售冲击单位.jpg					在第二轮冲击中，哪个地区的零售冲击最大？	中国台湾	韩国	美国		A
财务数据统计	hg	110508	data/figure/hg/2023-02-15--粤开证券-【粤开宏观】从财税视角看吉林：“白山黑土”的转型之困不财政之难_page26_图表422021年吉林省代表区县地方政府负债率.jpg					负债率最低的区是？	朝阳区	南关区	宽城区		A
财务数据统计	hg	110509	data/figure/hg/2024-08-09--天风证券-宏观：加关税与抢出口_page1_图2分国别对7月出口的拉动单位.jpg					哪国在2024年6月对7月出口的拉动单位最大？	东盟	美国	欧盟		A
财务数据统计	hg	110510	data/figure/hg/2023-06-14--平安证券-2023下半年宏观经济展望：产能周期下的嬗变_page50_no_caption.jpg					居民中长期贷款的增量与去年同期相比是增加了还是减少了？	增加了	减少了	没有变化		B
财务数据统计	hg	110511	data/figure/hg/2023-12-28--国金证券-2023年11月工业企业利润点评：利润率大幅反弹_page4_图表1111月国有企业利润大幅改善.jpg					2023年 11月工业企业利润中，哪类企业的利润率同比增幅最小？	国有企业	外商企业	私营企业		B
财务数据统计	hg	110512	data/figure/hg/2023-07-06--国金证券-大类资产周报第4期：“低库存”下的投资机遇？_page3_no_caption.jpg					6月以来表现最好的大宗商品类别是？	黑色	农产品	能化		A
财务数据统计	hg	110513	data/figure/hg/2023-09-22--粤开证券-【粤开宏观】专项债全面回顾：结构特征、利弊分析与应对_page9_图表82022年31省份专项偿债率对比.jpg					2022年专项偿债率最高的省份是哪个？	天津	黑龙江	云南		A
财务数据统计	hg	110514	data/figure/hg/2023-06-20--国金证券-政策半月谈系列十：促消费，有哪些抓手？_page5_图表132022年汽车购置税减免600亿元.jpg					2016年的汽车购置税减免额大约是多少亿元？	750	800	600		A
财务数据统计	hg	110515	data/figure/hg/2023-02-15--粤开证券-【粤开宏观】从财税视角看吉林：“白山黑土”的转型之困不财政之难_page17_图表232021年31省份一般公共预算支出规模.jpg					2021年一般公共预算支出最高的省份是哪个？	广东	江苏	山东		A
财务数据统计	hg	110516	data/figure/hg/2024-01-23--投中信息-投中统计：2023年中国并购市场统计分析报告_page17_no_caption.jpg					哪一行业在2023年中国并购市场中占据最大份额？	公用事业	金融	传统制造		A
财务数据统计	hg	110519	data/figure/hg/2024-05-15--粤开证券-【粤开宏观】城投公司转型的可能方向与风险—城投转型系列之三_page9_图表2截至2022年底各业务类型城投公司公益性和准公益性业务收入占比均值.jpg					哪类业务类型城投公司公益性和准公益性收入占比最高？	棚改/保障房建设	基础设施建设	土地开发整理		A
财务数据统计	hg	110520	data/figure/hg/2022-11-24--信达证券-信达宏观方法论之十一：CPI的深度拆解与预测逻辑_page19_图20中国印度为首的新兴国家构成原油增量需求.jpg					2018年原油消费增量最高的国家是？	中国	印度	美国		C
财务数据统计	hg	110521	data/figure/hg/2023-06-04--华金证券-2023年中全球宏观经济金融展望：山止川行_page37_图64A股主要行业2020年以来分阶段涨跌幅对比.jpg					2020-2022年涨幅最大的行业是哪个？	电力设备	食品饮料	基础化工		A
财务数据统计	hg	110522	data/figure/hg/2023-08-05--中国银河-8月4日四部委联合发布会点评：逆周期调节加码，高质量发展升级_page20_图342023年47月交通运输细分行业多数下跌.jpg					2023年4-7月物流行业的涨跌幅是多少？	-8%	-6%	-4%		A
财务数据统计	hg	110524	data/figure/hg/2024-01-14--国联证券-海外宏观周专题：美国经济有哪些可能长大的丑小鸭？_page24_图表39100未投保存款人挤兑风险比率分布.jpg					在2022年第一季度，未投保存款人的挤兑风险比率的中位数是多少？	18.40%	3.90%	2.70%		A
财务数据统计	hg	110526	data/figure/hg/2023-08-03--腾景数研-腾景宏观月报：基于腾景国民经济运行全口径数据-2023年6月全口径消费：消费增速边际回落，内生动能仍待提振_page6_图42023年5月6月政府消费不变价同比.jpg					2023年6月，哪一项的政府消费同比变化为负值？	医疗卫生与计划生育	文化体育与传媒	科学技术		C
财务数据统计	hg	110528	data/figure/hg/2023-03-10--国投安信期货-2月物价数据快报_page0_图CPI食品类环比.jpg					2023年2月猪肉的价格环比变化是多少？	-11.4	-4.4	-1.5		A
财务数据统计	frg	110534	data/figure/frg/2023-12-27--汽车零部件-斯菱股份-汽车后市场稳扎稳打，新业务拓展可期_page5_图表1公司发展历程.jpg					在2004-205年期间，斯菱股份的产品主要依赖哪种方式销售？	贸易商	代理商	直销		A
财务数据统计	frg	110535	data/figure/frg/2023-02-14--有色金属-神火股份-公司深度研究：专注于低成本策略，进击的铝行业专家_page15_图25神火股份铝箔业务产能图截至2022年6月30日.jpg					神隆宝鼎一期和二期的总产能是多少？	5.5万吨	6万吨	11.5万吨		C
财务数据统计	frg	110542	data/figure/frg/2022-11-27--食品饮料-安琪酵母-公司首次覆盖报告：成本拐点，估值和业绩有望双击_page9_图11股权激励调动员工积极性管理层考核兼顾收入和利润增速为十四五规划目标护航.jpg					过去授予的股数占总股本的比例是多少？	1.07%	878万股	约8%		A
财务数据统计	frg	110543	data/figure/frg/2023-09-14--美容护理-润本股份-“庖丁解牛”拆析招股书（十九）润本股份：驱蚊赛道国货龙头，婴童护理业务未来可期_page30_图表公司部分产品扩充型号及性能升级情况.jpg					在驱蚊液系列中，哪种产品具有最长的时效？	9%避蚊胺驱蚊液	7%驱蚊酯驱蚊液	20%羟哌酯驱蚊液		C
财务数据统计	frg	110552	data/figure/frg/2023-06-12--汽车零部件-豪恩汽电-投资价值分析报告_page16_图11公司股权结构图.jpg					豪恩集团的总持股比例是多少？	47.60%	99.03%	无法确定		A
财务数据统计	frg	110556	data/figure/frg/2023-05-15--房地产开发-华发股份-把握机遇实现规模突破，聚焦核心战略下销售拿地强势_page25_图表42华发物业服务主要业务为物业管理服务与酒店顾问及会展服务业务.jpg					2022年华发物业的基础业务服务的收入占比是多少？	65.60%	10.80%	22.80%		A
财务数据统计	frg	110557	data/figure/frg/2022-12-23--电子化学品-鼎龙股份-公司首次覆盖报告：国内CMP材料龙头，平台化发展，前景可期_page3_图1鼎龙股份正式成立于2000年2010年在创业板上市.jpg					在2010年至2022年期间，哪一年的项目投资最多？	2013年	2016年	2018年		B
财务数据统计	frg	110577	data/figure/frg/2022-12-20--包装材料-昇兴股份-核心客户放量+产能持续提升，业绩有望快速释放_page6_no_caption.jpg					林永贤和林永保在昇兴控股有限公司的持股比例之和是多少？	57.94%	58.94%	60.94%		A
财务数据统计	frg	110580	data/figure/frg/2023-05-15--房地产开发-华发股份-把握机遇实现规模突破，聚焦核心战略下销售拿地强势_page11_图表8公司多次资本运作通过IPO可转债配股定增等方式合计募集资金1512亿元.jpg					2004年2月6日的募集资金是多少？	4.218亿元	4.3亿元	25.88亿元		A
财务数据统计	frg	110581	data/figure/frg/2023-07-20--教育-学大教育-巩固个性化教育优势，积极布局职业教育_page4_图2公司部分股权结构图截至2023年3月31日.jpg					“紫光集团有限公司破产企业财产处置专用账户”和“浙江台州椰林海投资策划有限公司”的持股比例之和是多少？	24.31%	20.57%	19.68%		A
财务数据统计	frg	110595	data/figure/frg/2023-02-13--燃气-天壕环境-稀缺管输资产打通上下游，多重盈利模式有望助力业绩增长_page3_图2公司股权结构图截止2022年Q3.jpg					天壕环境股份有限公司的总股本是多少？	无法确定	已知信息不足	需要更多信息才能计算		B
财务数据统计	frg	110600	data/figure/frg/2023-11-24--有色金属-神火股份-煤铝双驱，顺周期有望推动估值修复_page10_图15云南神火产能投资来源.jpg					神火集团和神火股份在该项目中的出资比例分别是多少？	神火集团出资24万吨，神火股份出资27万吨	神火集团出资27万吨，神火股份出资24万吨	神火集团出资25万吨，神火股份出资14万吨		A
财务数据统计	frg	110601	data/figure/frg/2023-05-30--电源设备-通合科技-首次覆盖报告：充电模块领先供应商，份额有望进一步提升_page5_图表2公司股权结构.jpg					贾彤颖和马晓峰的总持股比例是多少？	29.19%	38.56%	43.45%		A
财务数据统计	frg	110605	data/figure/frg/2023-12-25--软件开发-艾融软件-优质金融IT服务商融入AI生态_page4_图2公司股权结构图截至2023年9月30日.jpg					吴臻和张岩的持股比例之和是多少？	40.30%	44.30%	46.20%		A
财务数据统计	frg	110608	data/figure/frg/2024-01-01--半导体-聚辰股份-深度报告：DDR5渗透加速，SPD、车规级EEPROM驱动成长_page13_图24DDR5发展进程.jpg					哪一年美光开始量产基于EUV 14nm DDR5？	2021.12	2023.5	2023.9		A
财务数据统计	frg	110612	data/figure/frg/2022-11-13--有色金属-鼎胜新材-电池铝箔高景气，龙头企业优势凸显_page4_图2公司股权结构.jpg					北京普润平方股权投资中心(有限合伙)的持股比例是多少？	10.54%	28.28%	77.78%		A
财务数据统计	frg	110615	data/figure/frg/2023-06-25--通用设备-祥鑫科技-公司深度报告：深耕冲压模具与结构件，多线布局加速兑现_page3_图2公司股权结构截至2023年3月30日.jpg					陈荣和谢祥娃的持股比例之和是多少？	37.87%	38.04%	38.21%		A
财务数据统计	frg	110618	data/figure/frg/2023-01-05--化肥行业-盐湖股份-钾锂双业务发展，未来成长可期_page8_no_caption.jpg					化肥行业盐湖股份钾锂双业务中，光卤石的转化率是多少？	70%	85%	90%		B
财务数据统计	frg	110622	data/figure/frg/2023-06-24--橡胶制品-双箭股份-国内输送带龙头企业，产能扩张发挥规模优势_page5_图8输送带分类.jpg					普通输送带和耐热耐高温输送带的市场份额之和是否超过32%？	普通输送带	耐热耐高温输送带	普通输送带和耐热耐高温输送带		C
财务数据统计	frg	110632	data/figure/frg/2023-01-29--专用设备-格力博-新股系列专题报告：格力博新股梳理_page5_格力博公司股权架构发行后.jpg					格力博的总持股比例是多少？	3.75%	52.57%	100%		C
财务数据统计	frg	110646	data/figure/frg/2022-11-11--生物制品-毕得医药-公司首次覆盖报告：聚焦新药研发前端，服务全球客户_page4_图2公司股权结构清晰拥有3个员工持股平台.jpg					“员工持股平台”中，南煦投资的持股比例是多少？	2.91%	3.34%	6.32%		A
财务数据统计	frg	110653	data/figure/frg/2022-11-27--旅游酒店-锦江酒店-收购Wehotel强化前端整合，持续助力高质量发展_page0_图1Wehotel股权结构变动.jpg					锦江资本和上海联银创业投资有限公司的持股比例之和是多少？	29%	39%	49%		A
财务数据统计	frg	110658	data/figure/frg/2023-02-06--商业百货-王府井-零售巨头，免税启航_page20_图表36新世界股权结构截至2021年12月31日.jpg					"Chung, Yoo Kyung 和 National Pension Service 的的持股比例之和是多少？"	21.27%	31.27%	40.83%		B
财务数据统计	frg	110659	data/figure/frg/2023-03-07--电池-国轩高科-乘大众电动转型之势，国际化战略展翅鸿图_page4_图2公司股权结构图截止2022年12月31日.jpg					大众中国和花旗银行的持股比例之和是多少？	21.09%	31.09%	41.09%		B
财务数据统计	frg	110662	data/figure/frg/2023-02-21--电源设备-麦格米特-深度报告：电力电子领域平台型企业，多极发展打开增长空间_page6_图表2公司股权结构.jpg					香港中央结算有限公司在麦格米特的持股比例是多少？	9.09%	3.21%	3.15%		A
财务数据统计	frg	110664	data/figure/frg/2023-06-07--半导体-卓胜微-23Q1业绩环比改善，转Fab-lite研发加速_page3_图3公司股权结构.jpg					无锡汇智联合投资企业的直接持股比例是多少？	11.48%	7.67%	7.59%		A
财务数据统计	frg	110667	data/figure/frg/2023-12-20--房地产开发-广汇物流-公司深度报告：疆煤外运大发展，核心资产大空间_page6_图2广汇物流股权结构截止2023年三季报.jpg					喜世润北岳3号私募的持股比例是多少？	0.78%	50.06%	其他股东及公众投资者		A
财务数据统计	frg	110684	data/figure/frg/2023-08-27--化纤行业-桐昆股份-公司深度报告：聚酯为基，炼化为翼，长期投资价值凸显_page4_图1桐昆股仹上市后収展大亊记.jpg					2019年浙石化一期投产后，对公司2020年的投资收益贡献了多少？	22.3亿元	20亿元	18.5亿元		A
财务数据统计	frg	110686	data/figure/frg/2023-05-14--半导体-金海通-国产分选机龙头企业，三温测试分选机领航国产替代_page5_图6金海通股权结构图.jpg					崔学峰和龙波在金海通的总持股比例是多少？	23.10%	23.04%	23.08%		A
财务数据统计	frg	110695	data/figure/frg/2023-07-10--光伏设备-TCL中环-光伏半导体双驱动，技术创新引领变革_page5_图表6混改完成后的股权结构.jpg					TCL科技集团股份有限公司直接持股比例是多少？	100%	25.30%	74.70%		A
财务数据统计	pg	110708	data/figure/pg/2023-06-15--专用设备-利柏特-利柏特深度报告：工业模块制造领先企业，有望受益下游化工、海油资本开支高增_page23_图表412022年公司研发设计人员占比mathbftextcircled16.jpg					2022年公司研发设计人员占比中，占比最高的类别是哪一类？	"2,063, 74%"	"452, 16%"	"220, 8%"		A
财务数据统计	pg	110711	data/figure/pg/2023-03-12--化学制品-一诺威-北交所新股申购报告：深耕聚氨酯领域，浇注型聚氨酯全国制造业单项冠军_page11_图13万华化学国内MDI市场占有率为bf54.jpg					万华化学的市场份额是瑞安东曹的多少倍？	27倍	54倍	25倍		A
财务数据统计	pg	110712	data/figure/pg/2023-03-08--通信设备-锐捷网络-深度报告：国产ICT新贵——敏锐把握应用趋势，快捷满足客户需求_page19_图322018年三大云计算巨头占白盒交换机需求量超过三分之二.jpg					2018年数据中心以太网交换机出货量中，白盒类交换机的占比是多少？	超过三分之一	不到三分之一	正好三分之一		A
财务数据统计	pg	110714	data/figure/pg/2022-10-12--化学制药-海普瑞-成本改善、出口放量驱动业绩增长_page9_图表12依诺肝素制剂各企业市场份额2019.jpg					2019年依诺肝素制剂市场中，赛诺菲的市场份额占比是多少？	55.60%	12.10%	6.50%		A
财务数据统计	pg	110717	data/figure/pg/2023-05-21--化学制药-迪哲医药-源头创新逐步进入收获期，全球商业化加速落地_page9_图11EGFR突变位置占比.jpg					在EGFR突变位置占比中，Exon 19 Deletion的占比是多少？	47%	41%	12%		A
财务数据统计	pg	110719	data/figure/pg/2023-07-11--酿酒行业-百润股份-日本威士忌发展历程梳理：在世界地图上点亮中国威士忌产区_page5_图7全球威士忌产区产量占比.jpg					在全球威士忌产区产量占比中，日本的占比是多少？	9%	15%	20%		A
财务数据统计	pg	110720	data/figure/pg/2023-05-14--半导体-金海通-国产分选机龙头企业，三温测试分选机领航国产替代_page9_图122021年全球半导体测试设备市场结构.jpg					2021年全球半导体测试设备市场中，测试机的市场份额占比是多少？	63.10%	17.40%	15.20%		A
财务数据统计	pg	110721	data/figure/pg/2022-12-11--电子元件-顺络电子-顺络电子：汽车+新能源带来新成长，国内电感龙头再启航_page20_图表37固德威光伏逆变器成本组成.jpg					在固德威光伏逆变器成本组成中，占比最大的是哪一项？	机构件	电感	半导体器件		A
财务数据统计	pg	110726	data/figure/pg/2023-06-28--物流行业-宏川智慧-仓储规模有望进一步提升，盈利能力可期_page2_评级分布RatingDistribution.jpg					根据最新季度的评级分布，'优于大市'的占比是多少？	89.60%	9.20%	1.20%		A
