fintype	type	index	image	md_path	background_story	information	round	question	A	B	C	D	answer
金融实体关系解读	frg	120346	data/figure/frg/2023-01-04--电力行业-金开新能-绿电运营“小而美”，长期发展稳健向好_page5_图3公司股权结构.jpg					金开新能源股份有限公司的股东中，持股比例最高的股东是？	津诚二号股权基金	金开企管	津融国信	国家开发银行	B
金融实体关系解读	frg	120347	data/figure/frg/2022-12-30--物流行业-德邦股份-聚焦大件，起航可期_page3_公司股权结构图截至2022年9月30日.jpg					图中直接持有德邦物流股份有限公司股权比例最高的股东是？	宿迁京东卓风企业管理有限公司	宁波梅山保税港区德邦投资控股股份有限公司	韵达控股股份有限公司	崔维星	B
金融实体关系解读	frg	120348	data/figure/frg/2023-06-04--互联网服务-彩讯股份-彩讯股份：AI赋能三大产品线共振，把握增长新起点_page17_图表34国资云构成.jpg					以下哪个机构直接监管国有资本投资公司？	各级国资委	中央/地方国企	产业公司：社会基础设施与环境	国有资本运营公司	A
金融实体关系解读	frg	120349	data/figure/frg/2022-12-19--美容护理-水羊股份-御电商经营之道，自有+代理双业务驱动长期发展_page44_图69公司与强生旗下部分品牌合作历程图.jpg					2019年与水羊股份合作的品牌有哪些？	"eisker, Listerine, Aveeno, Zarbees, Neutrogena"	"OGX, Biafine, Lubriderm, Band-Aid"	"DR.CI:LABO, Rogaine"	"Lubriderm, Band-Aid, Neutrogena"	A
金融实体关系解读	frg	120350	data/figure/frg/2023-06-09--橡胶制品-中裕科技-稀缺的耐高压大流量软管“小巨人”，新产品+“一带一路”打造第二成长曲线_page4_图表1公司股权结构图.jpg					中裕科技的控股股东是谁？	张小红	秦俊明	黄桥中	泰州大桥	C
金融实体关系解读	frg	120351	data/figure/frg/2023-12-25--商业百货-红旗连锁-事件点评：实控人变更为四川国资，整体经营稳定_page1_图1商投投资股权结构.jpg					图中四川省国资委和四川省财政厅共同持有四川商投集团的比例是多少？	90%	100%	10%	100%	B
金融实体关系解读	frg	120353	data/figure/frg/2023-01-15--生物制品-特宝生物-深度报告：长效修饰平台厚积薄发，派格宾放量可期_page48_图表特宝生物股权结构和主要参控股公司2022年中报.jpg					特宝生物的主要股东中，持股比例最高的是哪一位？	杨英	通化东宝	孙黎	广州厚宝	A
金融实体关系解读	frg	120354	data/figure/frg/2023-06-24--橡胶制品-双箭股份-国内输送带龙头企业，产能扩张发挥规模优势_page1_图1公司发展历程.jpg					双箭股份在哪一年正式上市？	1986年	2001年	2010年	2016年	C
金融实体关系解读	frg	120357	data/figure/frg/2022-12-25--软件开发-卓朗科技-公司深度报告：战略重整聚焦信息技术产业，重回良性发展_page6_图表3公司股权结构实际控制人为天津国资委截止Q3.jpg					卓朗科技的控股股东是谁？	张坤宇	津诚金石	滨海发展	其他	B
金融实体关系解读	frg	120358	data/figure/frg/2023-05-29--贵金属-紫金矿业-量价齐升拉动业绩增长，逆周期并购蓄势待发_page10_图表21Rosebel的股权结构.jpg					图中哪个实体直接持有Rosebel矿区100%的股权？	Sliver Source Group	RGM	UJV	Saramacca矿区	B
金融实体关系解读	frg	120359	data/figure/frg/2023-05-29--电子元件-曼恩斯特-曼恩斯特：涂布模头国产替代大潮的突围者_page6_图表4公司股权结构截至2023年2月招股说明书签署日.jpg					深圳市曼恩斯特科技股份有限公司的控股股东是谁？	彭建林	唐雪娇	临沂曼特	其他自然人	A
金融实体关系解读	frg	120361	data/figure/frg/2023-04-10--文化传媒-兆讯传媒-高铁广告价值提升中，3D大屏续写增长篇章_page4_图表2兆讯传媒股权穿透图.jpg					图中兆讯传媒广告股份有限公司的直接股东是以下哪一方？	联美量子股份有限公司	沈阳华新联美资产管理有限公司	联美集团	苏壮强	A
金融实体关系解读	frg	120362	data/figure/frg/2023-05-19--工程建设-中国电建-全球清洁能源建设龙头，投建营一体化转型重构价值_page5_图2中国电建股权结构截至2023年一季报.jpg					根据图中信息，中国电建的控股股东是谁？	太平资产管理有限公司	中国证券金融股份有限公司	电建集团	香港中央结算	C
金融实体关系解读	frg	120363	data/figure/frg/2022-12-22--工程建设-中国化学-深度报告之二：新能源材料的技术供应商_page13_图表公司股权结构和组织架构截至2022年三季度.jpg					中国化学工程股份有限公司的最大股东是谁？	国务院国有资产监督管理委员会	全国社会保障基金理事会	中化EB担保及信托财产专户	金石制造业转型升级新材料基金（有限合伙）	A
金融实体关系解读	frg	120364	data/figure/frg/2023-09-19--生物制品-药康生物-国内模式动物引领者，持续创新并开拓海外市场_page4_图表2公司股权结构及子公司情况截至2023年9月14日.jpg					图中高翔通过南京老岩等持股平台间接持有的江苏集萃药康生物科技股份有限公司的股权比例是多少？	49.22%	67.82%	33.50%	100%	C
金融实体关系解读	frg	120365	data/figure/frg/2023-08-12--纺织服装-洁雅股份-主业有望走出低谷、第二曲线成长可期_page5_no_caption.jpg					铜陵洁雅生物科技股份有限公司的控股股东是谁？	蔡英传	明源基金	冯燕	中信建投	A
金融实体关系解读	frg	120366	data/figure/frg/2023-03-17--美容护理-丸美股份-丸美线上转型成效渐显，恋火放量贡献新增长极_page4_图表1丸美股份发展历程.jpg					丸美股份在哪一年获得全球奢侈品帝国LVMH集团旗下基金战略投资？	2007	2013	2017	2019	B
金融实体关系解读	frg	120367	data/figure/frg/2023-06-19--电力行业-宝新能源-湾区民营火电龙头，盈利修复弹性逐显_page4_图表2宝新能源股权结构图截至2023Q1.jpg					广东宝丽华新能源股份有限公司的控股股东是谁？	叶华能	张慧强	宁远喜	香港中央结算有限公司	A
金融实体关系解读	frg	120370	data/figure/frg/2023-12-05--汽车零部件-新坐标-精密冷锻件龙头，布局全产业链发展_page6_图7新坐标股权结构.jpg					新坐标科技股份有限公司的股东中，杭州佐丰投资管理有限公司持股比例是多少？	51.22%	43.86%	25%	0.57%	A
金融实体关系解读	frg	120371	data/figure/frg/2023-08-27--化纤行业-桐昆股份-公司深度报告：聚酯为基，炼化为翼，长期投资价值凸显_page5_图3桐昆股仹股权结极.jpg					图中桐昆控股集团有限公司直接持有桐昆集团股份有限公司的股权比例是多少？	4.42%	19.28%	5.42%	9.34%	B
金融实体关系解读	frg	120373	data/figure/frg/2023-11-21--煤炭行业-中煤能源-深度研究报告：具备产能与资产价值优势的央企煤炭龙头_page5_图1公司股权结构截至2023年三季度末.jpg					中煤能源股份有限公司的最大股东是哪家公司？	国务院国资委	中煤能源集团有限公司	香港中央结算（代理人）有限公司	其他股东	B
金融实体关系解读	frg	120374	data/figure/frg/2023-01-08--专用设备-骄成超声-引领超声技术国产替代，复合箔设备等打开成长空间_page5_图3骄成超声股权结构图截止2022年9月30日.jpg					根据图中信息，周宏建通过阳泰企管间接持有上海骄成超声波技术股份有限公司的股权比例是多少？	19.02%	14.13%	8.46%	6.10%	A
金融实体关系解读	frg	120375	data/figure/frg/2023-01-11--电网设备-四方股份-电网二次平台型龙头，新能源+储能注入发展新动能_page1_图2四方股份新一代集控站解决方案.jpg					四方股份的新一代集控站解决方案中，集控系统与调度系统之间的数据传输是否通过二次设备智能管理主机？	是	否	部分是	无法确定	A
金融实体关系解读	frg	120376	data/figure/frg/2023-01-16--通信设备-盛路通信-雷达行业高景气度带动超宽带上下变频系统需求_page9_图表15股权架构调整前.jpg					图中广东盛路通信科技股份有限公司直接持股的两家公司是以下哪两家？	广东盛路通信有限公司和广东星磁检测技术研究有限公司	广东盛路通信有限公司和广东盛路通信科技股份有限公司	广东星磁检测技术研究有限公司和广东盛路通信科技股份有限公司	广东盛路通信科技股份有限公司和广东星磁检测技术研究有限公司	A
金融实体关系解读	frg	120377	data/figure/frg/2022-12-23--电子化学品-鼎龙股份-公司首次覆盖报告：国内CMP材料龙头，平台化发展，前景可期_page23_图36打印复印通用耗材行业上游主要是彩色聚合碳粉通用耗材芯片显影辊等.jpg					打印复印通用耗材行业的上游主要包含哪些材料？	彩色聚合碳粉、显影辊、有机颜料、通用耗材芯片、胶件及光电辊	商业喷码、彩色激光打印机、彩色复印机、彩色激光一体机	彩色聚合碳粉、显影辊、有机颜料、通用耗材芯片	商业喷码、彩色激光打印机、彩色复印机	A
金融实体关系解读	frg	120379	data/figure/frg/2023-01-01--化学制品-鼎际得-国产聚烯烃催化剂龙头蓄势待发_page4_图表1公司股权结构图截至2022年三季报.jpg					辽宁鼎际得石化股份有限公司的控股股东是谁？	营口鼎基得实业	营口盛金实业	母庆彬	玄永强	A
金融实体关系解读	frg	120380	data/figure/frg/2023-12-04--文化传媒-海看股份-大屏主业稳拓展，视听业态谋新篇_page4_图表1公司发展历程.jpg					山东广电新媒体有限责任公司成立于哪一年？	2010年	2012年	2013年	2014年	A
金融实体关系解读	frg	120381	data/figure/frg/2023-07-23--酿酒行业-金徽酒-西北酒王“二次创业”，蹄疾步稳扩张有方_page5_图6金徽股权结构图单位.jpg					以下哪个股东的持股比例最高？	亚特投资	豫园股份	众惠投资	乾惠投资	B
金融实体关系解读	frg	120382	data/figure/frg/2022-12-30--环保行业-九州一轨-轨交减振领域专精特新企业，行稳致远_page15_图表20公司股权结构截至公司招股说明书签署.jpg					九州一轨直接和间接持有九州铁务的比例是多少？	30%	40%	70%	100%	B
金融实体关系解读	frg	120383	data/figure/frg/2023-07-06---锦波生物-重组人源化胶原蛋白领航者，医疗领域打开长期成长空间_page5_图2公司股权结构截止2022年12月31日.jpg					山西锦波生物医药股份有限公司的实际控制人持股比例是多少？	64.30%	2.20%	19.70%	1.20%	A
金融实体关系解读	frg	120384	data/figure/frg/2023-12-01--化学制品-呈和科技-高端塑料助剂成核剂、水滑石行业龙头，国产替代主力军_page6_图2公司股权结构.jpg					赵文林通过上海科汇间接持有的呈和科技股份比例是多少？	34.03%	30.63%	64.66%	25.78%	C
金融实体关系解读	frg	120385	data/figure/frg/2023-05-25--化学原料-隆华新材-优质聚醚龙头拓展聚醚胺和尼龙66等新材料，未来成长可期_page1_图1股权结构图截至2023年一季报.jpg					隆华新材的股东中，持股比例最高的个人股东是谁？	韩志刚	韩泽润	马月平	韩曰曾	A
金融实体关系解读	frg	120386	data/figure/frg/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page22_图48新业务的持续发展为公司带来了新的发展空间.jpg					建发新业务领域中的消费品领域包括哪些具体行业？	汽车板块、轻纺、食品饮料、电商平台	锂电、光伏	汽车板块、轻纺、食品饮料	锂电、光伏、电商平台	A
金融实体关系解读	frg	120388	data/figure/frg/2023-05-19--环保行业-美埃科技-公司首次覆盖报告：国产半导体洁净室龙头，深化产品布局，多赛道齐发力_page7_图3美埃科技股权结构截至2023年5月16日.jpg					美埃科技的最大股东是谁？	蒋立	Tecable	PS	其余股东	A
金融实体关系解读	frg	120389	data/figure/frg/2023-06-04--电池-鹏辉能源-储能引领成长，积极布局钠电_page4_图表5公司股权结构截至2023年2月.jpg					以下哪位股东的股权占比最高？	夏信德	夏仁德	鹏信翊能私募基金	李克文	A
金融实体关系解读	frg	120390	data/figure/frg/2023-01-04--半导体-杰华特-首次覆盖报告：产品结构优化升级，工艺平台行业领先_page5_图表3公司股权结构.jpg					在图中，黄必亮通过BVI杰华特间接持有安吉杰创的股份比例是多少？	12.37%	34.69%	3.48%	3.40%	A
金融实体关系解读	frg	120391	data/figure/frg/2023-06-14--纺织服装-酷特智能-立足服装行业，积极打造C2M产业互联网平台生态_page4_图表2公司股权结构截止2023年Q1.jpg					酷特智能的最大股东是谁？	张代理	张蕴蓝	张瑜	深圳前海复星瑞哲恒益投资管理企业	A
金融实体关系解读	frg	120393	data/figure/frg/2023-12-05--专业服务-普蕊斯-乘行业东风快速成长的SMO领军企业_page5_图表2公司股权架构更新至2023年三季报.jpg					普蕊斯（上海）医药科技开发股份有限公司的股东中，持股比例最高的股东是？	曾桂英	赖春宝	杨宏伟	其他	D
金融实体关系解读	frg	120394	data/figure/frg/2023-04-30--汽车零部件-星源卓镁-汽车压铸件行业领跑，镁合金时代即将到来_page5_图3公司股权结构.jpg					宁波星源卓镁技术股份有限公司的最大股东是谁？	邱卓雄	陆满芬	博创同德	卓昌投资	A
金融实体关系解读	frg	120395	data/figure/frg/2022-12-06--贸易行业-建发股份-公司首次覆盖报告：住宅深耕核心城市群，供应链业务持续增长_page5_图4国资背景助力公司双主业持续发展.jpg					建发集团持有建发股份的股权比例是多少？	45.13%	54.87%	60%	95%	A
金融实体关系解读	frg	120396	data/figure/frg/2022-12-01--燃气-新奥股份-天然气一体化龙头，波动局势中稳健发展_page5_图2截至2022年10月新奥股份股权结构.jpg					新奥天然气股份有限公司的控股股东是谁？	王玉锁	ENN Group International Investment Limited	新奥控股投资股份有限公司	河北成远集团有限公司	A
金融实体关系解读	frg	120397	data/figure/frg/2022-12-26--有色金属-新锐股份-公司首次覆盖报告：具备全球竞争力的矿用工具龙头，硬质合金一体化先行者_page3_图1公司专注于硬质合金领域的技术开发.jpg					新锐股份在哪一年首次通过“国家高新技术企业”认定？	2009	2012	2015	2017	A
金融实体关系解读	frg	120398	data/figure/frg/2023-06-07--半导体-卓胜微-23Q1业绩环比改善，转Fab-lite研发加速_page3_图3公司股权结构.jpg					以下哪个股东的持股比例最高？	无锡汇智联合投资企业（有限合伙）	TANG ZHUANG (唐壮)	FENG CHENHUI (冯晨晖)	许志翰	A
金融实体关系解读	frg	120399	data/figure/frg/2023-11-08--化学制药-千红制药-肝素和蛋白酶龙头之一，加速创新化转型_page4_图2公司股权结构截至2023年三季报.jpg					以下哪个股东的持股比例最高？	王耀方	王珂	赵刚	蒋建平	A
金融实体关系解读	frg	120400	data/figure/frg/2023-08-08--文化传媒-锋尚文化-国内舞美创意设计龙头，业务边界持续扩张_page7_图表4公司基本股权结构.jpg					图中显示的锋尚文化集团股份有限公司的最大股东是谁？	西藏晟蓝	沙晓岚	王芳韵	和谐成长二期	B
金融实体关系解读	frg	120401	data/figure/frg/2023-01-08--中药-康缘药业-国内中药创新龙头，创新产品梯队丰富_page6_图2康缘药业股权结构截至2022年12月31日.jpg					肖伟通过江苏康缘集团有限公司间接持有江苏康缘药业股份有限公司的比例是多少？	30.14%	63.88%	20.45%	9.27%	D
金融实体关系解读	frg	120403	data/figure/frg/2023-03-01--美容护理-倍加洁-首次覆盖报告：收购薇美姿股权，深化布局口腔大健康_page3_图1倍加洁发展历程.jpg					倍加洁集团在2016年6月进行了股改整体变革，这一变革的主要目的是什么？	提高公司治理水平	扩大生产规模	增加出口额	提升品牌知名度	A
金融实体关系解读	frg	120406	data/figure/frg/2023-03-20--钢铁行业-甬金股份-铢积寸累，乘势而起_page6_图表2公司股权结构截至20221114.jpg					浙江甬金金属科技股份有限公司的实际控制人是谁？	周德勇	曹静芬	虞纪群	曹佩凤	C
金融实体关系解读	frg	120409	data/figure/frg/2023-07-25--航天航空-航材股份-首次覆盖报告：新材料系列#7：航空特材“航母”级平台；积累深厚资产稀缺_page3_图3公司四大事业部及产品概览.jpg					航空特种钛合金铸件事业部的主要产品是什么？	弹性元件、密封剂	有机玻璃透明件	铸造高温合金	非航特种钛合金铸件	D
金融实体关系解读	frg	120411	data/figure/frg/2023-06-01--塑料制品-天洋新材-热熔胶龙头大幅扩产光伏胶膜，打造二次成长曲线_page1_图1股权结构图截至2023年一季报.jpg					天洋新材的最大股东是谁？	李哲龙	李明健	中国银行股份有限公司-华夏行业景气混合型证券投资基金	朴艺峰	A
金融实体关系解读	frg	120412	data/figure/frg/2022-11-22--有色金属-金田股份-铜加工与稀土永磁双轮驱动业绩增长，产品迈向高端化_page5_图2金田股份股权结构.jpg					宁波金田投资控股有限公司对宁波金田铜业（集团）股份有限公司的持股比例是多少？	21.77%	28.15%	1.69%	50.79%	B
金融实体关系解读	frg	120413	data/figure/frg/2023-10-04--酿酒行业-今世缘-深度报告：乘势而起，百亿新征程_page11_图19公司股权结构截至2023年6月30日.jpg					江苏安东控股集团有限公司持有江苏今世缘酒业股份有限公司的股份比例是多少？	100%	44.72%	39.12%	3.27%	B
金融实体关系解读	frg	120414	data/figure/frg/2023-07-24--电网设备-金盘科技-干变龙头赋能新业务，储能数字化引领新成长_page6_图表2金盘科技股权结构截至2023年3月31日.jpg					实际控制人通过哪些公司间接持有海南金盘智能科技股份有限公司的股份？	元宇投资、敬天投资、Forebright Smart、金榜国际	元宇投资、敬天投资、Forebright Smart	元宇投资、敬天投资、金榜国际	元宇投资、Forebright Smart、金榜国际	A
金融实体关系解读	frg	120415	data/figure/frg/2023-07-25--化学制药-一品红-儿童药、慢病药优势已定，痛风创新药AR882提升业绩天花板_page10_图表13公司股权结构截至2023年7月.jpg					一品红药业的控股股东是谁？	吴美容	李捍雄	广东广润集团	广州市福泽投资管理中心（有限合伙）	C
金融实体关系解读	frg	120416	data/figure/frg/2022-12-25--汽车零部件-福达股份-曲轴领域龙头企业，受益于比亚迪混动崛起_page3_图表1公司发展历程图.jpg					桂林福达股份有限公司在哪一年成功上市？	2013年2月	2014年11月	2018年2月	2018年8月	B
金融实体关系解读	frg	120417	data/figure/frg/2023-12-10--工程咨询服务-甘咨询-甘肃区域基建高景气，省内设计龙头定增再腾飞_page3_图2公司股权结构及业务布局截至23Q3末.jpg					甘肃省人民政府国有资产监督管理委员会通过哪些途径间接持有甘肃工程咨询集团股份有限公司的股份？	仅通过酒泉钢铁（集团）有限责任公司	仅通过嘉兴聚力贰号股权投资合伙企业	通过酒泉钢铁（集团）有限责任公司和嘉兴聚力贰号股权投资合伙企业	通过甘肃省国有资产投资集团有限公司	D
金融实体关系解读	frg	120418	data/figure/frg/2023-04-26--光伏设备-欧晶科技-石英坩埚龙头企业，“保供+客户+技术”优势领先_page3_图2欧晶科技股权结构图截止2023年3月.jpg					内蒙古欧晶科技股份有限公司的股东中，哪一方持股比例最高？	余姚市恒星管业有限公司	华科新能（天津）科技发展有限公司	天津万兆慧谷置业有限公司	其他	A
金融实体关系解读	frg	120421	data/figure/frg/2022-11-24--酿酒行业-贵州茅台-公司深度报告（下篇）：白酒巨擘，架海擎天_page6_图1公司股权结构图.jpg					贵州省财政厅直接持有哪家公司的股份？	贵州茅台酒厂（集团）有限公司	贵州金融控股集团有限责任公司	中国贵州茅台酒厂（集团）技术开发有限公司	中央汇金资产管理有限责任公司	B
金融实体关系解读	frg	120422	data/figure/frg/2022-11-22--医疗器械-戴维医疗-公司首次覆盖报告：电动吻合器龙头企业，联盟集采驱动业绩腾飞_page4_图2公司股权较为集中企业领导层能力突出.jpg					戴维医疗的实际控制人中，持股比例最高的股东是谁？	陈再宏	陈云勤	陈再慰	李则东	A
金融实体关系解读	frg	120423	data/figure/frg/2023-04-05--汽车零部件-万里扬-变速器业务困境反转在即，储能新业务放量可期！_page3_图2万里扬的股权结构图截至20220930.jpg					浙江万里扬股份有限公司的控股股东是谁？	黄河清	吴月华	国元信托-安瑞1号单一资金信托	华润信托-华颖16号单一资金信托	A
金融实体关系解读	frg	120425	data/figure/frg/2022-12-23--能源金属-天齐锂业-资源优质，增量释放，矿冶巨头轻装再上阵_page36_图表94西藏扎布耶盐湖股权结构.jpg					西藏扎布耶盐湖的股东中，西藏矿业的持股比例是多少？	20%	50.70%	18%	11.30%	B
金融实体关系解读	frg	120427	data/figure/frg/2022-10-24--电子化学品-鼎龙股份-以七大技术平台为依托，转型进口替代类材料平台型公司_page5_图表2公司股权结构截至20221021.jpg					鼎龙股份的前两大股东分别是谁？	朱双全和朱顺全	朱双全和兴全合泰	朱顺全和香港中央结算	朱双全和杨浩	A
金融实体关系解读	frg	120428	data/figure/frg/2023-03-20--钢铁行业-甬金股份-铢积寸累，乘势而起_page13_图表26冷轧不锈钢行业产业链.jpg					冷轧不锈钢行业的主要下游应用领域不包括以下哪一项？	家用电器	环保设备	建筑装饰	航空航天	D
金融实体关系解读	frg	120430	data/figure/frg/2022-10-22--光伏设备-晶澳科技-首次覆盖报告：全球垂直一体化组件龙头，盈利能力业内领先_page4_图表2晶澳科技股权结构.jpg					晶澳太阳能科技股份有限公司的控股股东是以下哪一个？	宁晋县晶泰福科技有限公司	深圳市华建盈富投资企业	南京其昌纽扣电子科技有限公司	深圳博源企业管理中心	A
金融实体关系解读	frg	120431	data/figure/frg/2022-12-23--能源金属-天齐锂业-资源优质，增量释放，矿冶巨头轻装再上阵_page35_图表91雅江措拉锂辉石矿股权结构.jpg					天齐集团通过天齐锂业间接持有雅江措拉锂矿的股权比例是多少？	28.18%	100%	28.18% * 100%	无法确定	C
金融实体关系解读	frg	120435	data/figure/frg/2022-12-01--物流行业-华贸物流-首次覆盖报告：估值底部的货代龙头，迎接疫后复苏_page5_图表2公司股权结构截至2022Q3.jpg					中国物流集团有限公司直接持有港中旅华贸国际物流股份有限公司的股权比例是多少？	38.91%	47.59%	7.29%	10%	B
金融实体关系解读	frg	120436	data/figure/frg/2022-10-24--光伏设备-高测股份-领军高硬材料切割，切片代工打开业绩弹性_page6_图表2高测股份股权结构图截至2022年6月30日.jpg					青岛高测科技股份有限公司的股东中，张项的持股比例是多少？	2.48%	4.75%	25.48%	64.73%	C
金融实体关系解读	frg	120438	data/figure/frg/2022-12-23--能源金属-天齐锂业-资源优质，增量释放，矿冶巨头轻装再上阵_page23_图表54泰利森最新股权结构公司持股2601.jpg					泰利森的最终控股公司是？	天齐锂业	IGO	ALB	TLEA	A
金融实体关系解读	frg	120440	data/figure/frg/2023-10-04--包装材料-盛通股份-卡位青少素质培训，深耕编程迎合产业方向_page3_图1盛通股份发展历程.jpg					盛通股份在2014年创办的儿童阅读品牌是什么？	绘本乐园	乐博乐博	VIPCODE	北京中少童创	A
金融实体关系解读	frg	120443	data/figure/frg/2022-12-19--通信设备-锐捷网络-企业网设备新贵，中小客户解决方案能力强_page16_图26锐捷网络股权结构.jpg					福建省国资委通过电子信息集团间接持有星网锐捷的股权比例是多少？	26.50%	51%	13.51%	100%	C
金融实体关系解读	frg	120445	data/figure/frg/2023-07-25--航天航空-航材股份-首次覆盖报告：新材料系列#7：航空特材“航母”级平台；积累深厚资产稀缺_page17_图45橡胶与密封供应商梳理.jpg					以下哪家公司成立于1943年？	PPG工业	Dow Corning	Trelleborg	中化sinochem	B
金融实体关系解读	frg	120446	data/figure/frg/2023-05-21--半导体-中科飞测-国内半导体量检测设备领先企业，打造中国KLA_page12_图表20公司股权结构截至招股说明书签署日.jpg					深圳中科飞测科技股份有限公司的股东中，苏州翠流明的持股比例是多少？	15.75%	6.93%	2.87%	4.08%	A
金融实体关系解读	frg	120447	data/figure/frg/2023-07-27--半导体-长光华芯-激光芯片行业领军，平台化能力多领域开拓_page7_图3长光华芯股权结构图截止2023年6月.jpg					苏州长光华芯光电技术股份有限公司的控股股东是谁？	王俊	廖新胜	潘华东	闫大勇	A
金融实体关系解读	frg	120448	data/figure/frg/2023-12-08--农药兽药-扬农化工-公司深度报告：农药龙头穿越周期，优创项目再添新动能_page7_图2公司股权结构截至20231206.jpg					图中江苏扬农化工股份有限公司的直接股东有哪些？	中国化工集团有限公司	先正达集团股份有限公司	香港中央结算有限公司	扬州福源化工科技有限公司	B
金融实体关系解读	frg	120450	data/figure/frg/2023-07-07--贵金属-紫金矿业-资源布局加速，矿业龙头稳固_page29_图表70巨龙铜业股权关系图最新.jpg					西藏巨龙铜业有限公司的最大股东是哪家公司？	紫金矿业集团股份有限公司	西藏紫金实业有限公司	藏格矿业股份有限公司	知不拉铜多金属矿	A
金融实体关系解读	frg	120452	data/figure/frg/2022-11-29--装修建材-兔宝宝-渠道横纵并拓，模式优化升级，板材龙头稳健成长_page6_图7兔宝宝股权结构图.jpg					德华集团控股股份有限公司对德华兔宝宝装饰新材股份有限公司的直接持股比例是多少？	90%	29.68%	4.38%	1.24%	A
金融实体关系解读	frg	120453	data/figure/frg/2023-12-06--医疗器械-春立医疗-关节领域国产领头羊，集采影响逐渐出清_page5_图2春立医疗股权结构截至2023年9月30日.jpg					北京春立正达医疗器械股份有限公司的控股股东是谁？	史春宝	岳术俊	磐茂（上海）投资中心（有限合伙）	中欧医疗健康混合型证券投资基金	A
金融实体关系解读	frg	120454	data/figure/frg/2022-12-13--半导体-长川科技-长川科技：国产测试机龙头，内生+外延铸就高成长_page4_图表3公司股权结构.jpg					杭州长川科技股份有限公司的控股股东是谁？	赵轶	国家集成电路产业投资基金股份有限公司	香港中央结算有限公司	诺安成长混合型证券投资基金	A
金融实体关系解读	frg	120455	data/figure/frg/2023-01-18--医药商业-益丰药房-扩张中的健行者，管理上的精细家_page7_图表3益丰药房股权结构2022年三季度.jpg					益丰大药房连锁股份有限公司的控股股东是谁？	长沙益之康咨询有限公司	宁波梅山保税港区厚信创业投资合伙企业(有限合伙)	香港中央结算有限公司	高毅	D
金融实体关系解读	frg	120456	data/figure/frg/2023-02-17--小金属-中国稀土-公司深度报告：中国稀土：整合开启，掌控提升_page7_图2公司股权结构图.jpg					中国稀土集团有限公司的直接股东有哪些？	国务院国有资产监督管理委员会、中国五矿股份有限公司、赣州工业投资控股集团有限公司、中国铝业集团有限公司、中国钢研科技集团有限公司、中国有研科技集团有限公司	五矿稀土江华新材料有限公司、五矿稀土江华有限公司	其他股东	广州建丰五矿稀土有限公司	A
金融实体关系解读	frg	120457	data/figure/frg/2023-02-12--中药-健民集团-公司首次覆盖报告：打造儿药优势品种，体培牛黄有望持续贡献收益_page3_图1健民集团股权结构据2022年公司三季报统计.jpg					健民药业集团股份有限公司的最大股东是以下哪一个？	华立医药集团有限公司	中国建设银行-工银瑞信前沿混合型证券投资基金	华立集团股份有限公司	孙慧明	A
金融实体关系解读	frg	120458	data/figure/frg/2023-03-06--家电行业-德业股份-逆变器后起之秀，拓展光储赛道迎新发展_page4_图2德业股份股权结构.jpg					张和君通过亨丽投资管理合伙企业间接持有的宁波德业科技股份有限公司的股权比例是多少？	2.53%	24%	22.97%	27.50%	D
金融实体关系解读	frg	120459	data/figure/frg/2023-06-02--非金属材料-尚太科技-负极盈利否极泰来，强成本控制力取胜_page5_图表3尚太科技股权结构时间截至2022年12月31日.jpg					图中石家庄尚太科技股份有限公司的最大股东是谁？	欧阳永跃	长江晨道	招银朗曜	闵广益	A
金融实体关系解读	frg	120463	data/figure/frg/2023-01-08--专用设备-微导纳米-深度报告：专注ALD设备，光伏+半导体双线突破_page7_图11发行前微导纳米股权结构.jpg					江苏微导纳米科技股份有限公司中，持股比例最高的股东是谁？	万海盈投资	LI WEIMIN	聚海盈管理	LIXIANG	A
金融实体关系解读	frg	120464	data/figure/frg/2024-01-03--电子化学品-上海新阳-公司首次覆盖报告：晶圆及先进封装材料国内领先，高端光刻胶进展顺利_page4_图2公司股权结构稳定截止至2023年3季报.jpg					上海新阳的股权结构中，王福祥直接持股比例是多少？	14.37%	76.79%	51.93%	67.78%	A
金融实体关系解读	frg	120465	data/figure/frg/2023-12-04--文化传媒-海看股份-大屏主业稳拓展，视听业态谋新篇_page15_图表28OTTTV内容提供方同集成服务平台合作情况.jpg					以下哪个平台是OTT TV集成服务牌照持有方？	银河互联网电视	广东南方新媒体	中央人民广播电视台	腾讯视频	C
金融实体关系解读	frg	120466	data/figure/frg/2022-11-18--电力行业-华电国际-新型电力系统下火电支撑性电源价值重估，容量电价变革火电电价机制_page11_图6公司股权结构截止到2022年9月30日.jpg					华电国际电力股份有限公司的最大股东是谁？	中国华电集团有限公司	香港中央结算（代理人）有限公司	山东发展投资控股集团有限公司	其他股东	A
金融实体关系解读	frg	120468	data/figure/frg/2023-07-10--光伏设备-TCL中环-光伏半导体双驱动，技术创新引领变革_page5_图表5混改前的股权结构.jpg					天津中环电子信息集团有限公司的股权结构中，天津津智国有资本投资运营有限公司和天津渤海国有资产经营管理有限公司分别持有多少股份？	51%和49%	49%和51%	25.30%和74.70%	74.70%和25.30%	A
